type,market,code,date,year,pre5,day0,react2,gap,hold1,hold3,hold5,hold10,hold20
주식소각결정,코스닥시장,190510,2025-05-12,2025,0.010261327369216434,0.021654895851221746,0.030952910546507735,-0.0004386424288144834,0.009080330569697759,0.007887422974200878,-0.004703150059952883,-0.03662393932143252,-0.04564620067227693
주식소각결정,유가증권시장,068270,2025-05-12,2025,-0.03963824463664711,-0.04975663337994213,-0.034939294828157316,0.0018581208382031033,0.013275655367384507,0.0042781099627303715,0.01672634425352673,-0.010561251235556663,0.0187514891509276
주식소각결정,코스닥시장,145020,2025-05-08,2025,0.00243339666289328,0.016510309306395472,-0.005162258200936712,-0.012089215826858863,-0.010003995387328608,-0.061217884553829524,-0.04902532051696768,-0.011859782692860223,-0.093098190452513
주식소각결정,유가증권시장,453340,2025-05-08,2025,0.012492779914584317,0.019152667038629265,0.019372413647927283,0.0062713571401772465,-0.005666616146779217,-0.018337999915311903,0.020647475877485014,0.11994767100161847,0.07628990570437053
주식소각결정,유가증권시장,105560,2025-04-24,2025,0.025286319833336693,-0.005407619051580935,0.01621141820931709,0.01394715186221214,0.0075372568750029685,0.011187806441287045,0.07856362456030704,0.0526096585998906,0.1435946263147825
주식소각결정,코스닥시장,036620,2025-04-23,2025,-0.05288921358416453,-0.013535163361095693,-0.010389485790120959,0.009973044065284327,-0.0066139654613469635,-0.027465573637710843,-0.04191873534318456,0.0052253282176477275,0.33531774264329867
주식소각결정,코스닥시장,033310,2025-04-18,2025,-0.06048073837135123,0.010521101569045415,0.03581548346867764,0.002263407556263238,0.022561716620619877,0.36790944777614787,0.23633527792654369,0.1277567327096211,0.1330453249855375
주식소각결정,코스닥시장,114810,2025-04-17,2025,-0.012341477043751908,0.08103183372743039,0.0838802382900803,0.030740221586074028,-0.02826804627439849,-0.02040357405143424,-0.025335101661320615,-0.041398335195411036,-0.07494825544546287
주식소각결정,유가증권시장,111110,2025-04-17,2025,-0.009170185535026493,-0.009188354212125433,-0.009106621087004236,-0.004031283051943584,0.004243858267327979,0.01458219022336899,-0.006838594027428785,0.01879405793848084,0.0002716457163206634
주식소각결정,코스닥시장,122990,2025-04-16,2025,0.013816037819988622,0.0014862310759837186,0.04566782860969785,0.031775403144747236,0.011963563990453133,0.043721198511946543,0.02995574930918391,0.042325537886672294,-0.03455158061641865
주식소각결정,유가증권시장,039130,2025-04-15,2025,-0.05957927921720962,-0.0031710894105957625,0.0017922727052332305,0.02098874263781438,-0.015726516601711055,-0.024920247605308445,-0.027175184340412013,-0.025342112152848942,-0.07556012141459624
주식소각결정,유가증권시장,005180,2025-04-15,2025,-0.09809614376408893,0.0065013185596843655,0.05571324534961024,0.0009749180563920654,0.04726024268696553,0.030511277652507694,0.021047795420705544,-0.013614808981775764,-0.13287643015844597
주식소각결정,코스닥시장,347000,2025-04-14,2025,-0.04165896653635421,0.032678486253863756,0.01979275650595947,0.011696548104024583,-0.02412160455400912,-0.010657759047139274,0.0056187277917634885,0.0024725169172732445,-0.05568585972524317
주식소각결정,코스닥시장,052420,2025-04-04,2025,0.03292802575823606,0.01146639240406548,0.009735341958166714,0.02627475561154772,-0.025099552918897913,-0.03414709113828757,-0.062144541665962595,-0.1014498996220874,-0.14453090698811086
주식소각결정,유가증권시장,072130,2025-04-02,2025,-0.04802018276738472,0.06556821697305142,0.05308278742096348,0.010825290891713678,-0.02258634602033732,-0.03837079247078411,-0.007426730303906892,-0.01854286338178949,-0.031039821692966152
주식소각결정,유가증권시장,068270,2025-04-02,2025,-0.04050090238864955,-0.022879635279462192,0.003583968672221745,-0.008549048915126324,0.03654074691723003,0.01840486975722679,-0.03391142351110704,-0.0698210477031094,-0.10165643494723764
주식소각결정,코스닥시장,204610,2025-04-01,2025,-0.008623360106902601,0.023222465559659584,-0.004616099943889545,-0.005276073610785731,-0.021112838632439745,-0.08078616310009529,-0.09636698139105043,-0.1280457867973886,-0.1418392336057287
주식소각결정,유가증권시장,138040,2025-03-28,2025,0.0437362126942164,0.01501123565290686,0.026379589600423428,0.007207151083476216,0.004781394175574775,-0.015760850562583018,-0.03823393445243168,-0.09615502105031004,-0.09007908379841813
주식소각결정,유가증권시장,008060,2025-03-28,2025,0.024906717501796686,0.011985923113100103,0.01613447104456657,0.0062633794079972275,-0.0015605967696751231,0.037204396793393164,0.022709207582504325,0.03932713522661146,0.06768252332807344
주식소각결정,유가증권시장,001500,2025-03-27,2025,0.029074337500072975,0.008090101754933786,-0.002677393239970783,-0.009357996389013037,-0.001467851004755794,-0.015751145340296015,-0.04168428185201443,-0.035625613006328535,-0.025474573003415137
주식소각결정,유가증권시장,402340,2025-03-27,2025,0.06976192131053975,-0.008254659023126899,-0.01414770160095118,-0.009298528382800333,0.0030850537484767623,-0.027619050397055513,-0.030635899650836775,-0.09238515892996117,-0.16861789844504702
주식소각결정,유가증권시장,175330,2025-03-27,2025,0.018122359408038566,0.01211431827915037,0.03222289166031418,-0.00023875819735876013,0.020465464994204076,0.06683981011703151,0.07203654139738061,-0.005703817698610097,-0.0017591500780398187
주식소각결정,코스닥시장,057540,2025-03-24,2025,0.0015932121298287052,0.02453968286255496,0.03986251413241722,0.014759657255899391,0.00025000318353131205,0.024093972854793408,0.05306574679150776,0.20640861361933183,0.2504198431049162
주식소각결정,유가증권시장,138040,2025-03-21,2025,0.012362418522870651,-0.016468001619520653,-0.007250873379706389,0.005832287825308784,0.00384766694992898,0.018788686386444656,0.07039762237979502,0.03603075418913664,-0.030189320009061552
주식소각결정,코스닥시장,002230,2025-03-20,2025,-0.0028260895621181354,0.007313900197669284,0.015739238402556532,0.011438186861148173,-0.0033579079453190516,0.010005935022126562,0.023266557688244108,0.02089668224472982,-0.03093755777801919
주식소각결정,코스닥시장,352700,2025-03-19,2025,0.009063368238504146,0.031170291544959584,0.03902410140992143,-0.012963151797312592,0.02084419167725912,-0.006469564698631001,-0.00045168557020824895,0.03242209234548789,-0.03501502011885649
주식소각결정,코스닥시장,035810,2025-03-18,2025,0.051749035678342124,-0.008523840614762032,0.004080498340338912,0.012190229662652674,0.00036431726264517326,0.02611775318689409,0.051362291685015805,0.06400686056940914,0.05234273099218773
주식소각결정,유가증권시장,009270,2025-03-14,2025,-0.044210750581060186,0.02372914442216263,0.021847714608508748,-0.006701989630632452,0.005493433289218597,-0.0074624261589322,-0.024267634474310452,0.0010005109489977307,0.12494224119943415
주식소각결정,유가증권시장,068270,2025-03-14,2025,-0.005509323212452922,0.003732547086355463,0.007268097512159498,0.0051900625227307455,-0.0009599982885535204,-0.006739505104436083,0.0019369226420779088,-0.020924659250475423,-0.10139087529193397
주식소각결정,코스닥시장,068790,2025-03-13,2025,0.04929408836651172,-0.0023355771530004033,-0.0019440160992606282,-0.014589668903363585,0.015163258994429121,0.011214629039168072,-0.0058736934054759715,0.008816735306333014,0.023861835558560723
주식소각결정,유가증권시장,248070,2025-03-12,2025,-0.03410520583167089,0.03760009450335069,0.033032964265012094,-0.004233864195341943,-0.00026552985750943284,-0.005144236181841801,-0.007281991245004692,-0.01110446384616271,-0.13438718748466205
