type,market,corp,title,date,rcp,Code
단일판매ㆍ공급계약체결,코스닥시장,뉴로메카,단일판매ㆍ공급계약체결,2024-06-28,20240628901136,348340
단일판매ㆍ공급계약체결,유가증권시장,동부건설,단일판매ㆍ공급계약체결,2024-06-28,20240628801129,005960
단일판매ㆍ공급계약체결,코스닥시장,대보마그네틱,단일판매ㆍ공급계약체결,2024-06-28,20240628901054,290670
단일판매ㆍ공급계약체결,유가증권시장,동일고무벨트,단일판매ㆍ공급계약체결,2024-06-28,20240628800714,163560
단일판매ㆍ공급계약체결,코스닥시장,삼영엠텍,단일판매ㆍ공급계약체결,2024-06-28,20240628900448,054540
단일판매ㆍ공급계약체결,코스닥시장,와이랩,단일판매ㆍ공급계약체결,2024-06-28,20240628900427,432430
단일판매ㆍ공급계약체결,코스닥시장,메쎄이상,단일판매ㆍ공급계약체결,2024-06-28,20240628900372,408920
단일판매ㆍ공급계약체결,코스닥시장,샌즈랩,단일판매ㆍ공급계약체결,2024-06-28,20240628900160,411080
단일판매ㆍ공급계약체결,유가증권시장,SNT에너지,단일판매ㆍ공급계약체결,2024-06-28,20240628800040,100840
단일판매ㆍ공급계약체결,유가증권시장,남광토건,단일판매ㆍ공급계약체결,2024-06-27,20240627800710,001260
단일판매ㆍ공급계약체결,유가증권시장,삼성E&A,단일판매ㆍ공급계약체결,2024-06-27,20240627800468,028050
단일판매ㆍ공급계약체결,유가증권시장,현대로템,단일판매ㆍ공급계약체결,2024-06-27,20240627800323,064350
단일판매ㆍ공급계약체결,코스닥시장,에코앤드림,단일판매ㆍ공급계약체결,2024-06-27,20240627900246,101360
단일판매ㆍ공급계약체결,유가증권시장,한전KPS,단일판매ㆍ공급계약체결,2024-06-27,20240627800155,051600
단일판매ㆍ공급계약체결,코스닥시장,아바코,단일판매ㆍ공급계약체결,2024-06-27,20240627900093,083930
단일판매ㆍ공급계약체결,유가증권시장,까뮤이앤씨,단일판매ㆍ공급계약체결,2024-06-27,20240627800086,013700
단일판매ㆍ공급계약체결,유가증권시장,동부건설,단일판매ㆍ공급계약체결,2024-06-26,20240626800441,005960
단일판매ㆍ공급계약체결,유가증권시장,HJ중공업,단일판매ㆍ공급계약체결,2024-06-26,20240626800332,097230
단일판매ㆍ공급계약체결,유가증권시장,진흥기업,단일판매ㆍ공급계약체결,2024-06-26,20240626800172,002780
단일판매ㆍ공급계약체결,코스닥시장,코난테크놀로지,단일판매ㆍ공급계약체결,2024-06-26,20240626900048,402030
단일판매ㆍ공급계약체결,유가증권시장,수산인더스트리,단일판매ㆍ공급계약체결,2024-06-25,20240625800555,126720
단일판매ㆍ공급계약체결,유가증권시장,엑시큐어하이트론,단일판매ㆍ공급계약체결,2024-06-25,20240625800549,019490
단일판매ㆍ공급계약체결,유가증권시장,삼성제약,단일판매ㆍ공급계약체결,2024-06-25,20240625800462,001360
단일판매ㆍ공급계약체결,유가증권시장,동아지질,단일판매ㆍ공급계약체결,2024-06-25,20240625800442,028100
단일판매ㆍ공급계약체결,유가증권시장,삼성바이오로직스,단일판매ㆍ공급계약체결,2024-06-25,20240625800286,207940
단일판매ㆍ공급계약체결,코스닥시장,미디어젠,단일판매ㆍ공급계약체결,2024-06-25,20240625900155,279600
단일판매ㆍ공급계약체결,유가증권시장,LIG디펜스앤에어로스페이스,단일판매ㆍ공급계약체결,2024-06-25,20240625800097,079550
단일판매ㆍ공급계약체결,유가증권시장,한화에어로스페이스,단일판매ㆍ공급계약체결,2024-06-25,20240625800087,012450
단일판매ㆍ공급계약체결,유가증권시장,한국항공우주,단일판매ㆍ공급계약체결,2024-06-25,20240625800059,047810
단일판매ㆍ공급계약체결,코스닥시장,티로보틱스,단일판매ㆍ공급계약체결,2024-06-25,20240625900041,117730
단일판매ㆍ공급계약체결,유가증권시장,동부건설,단일판매ㆍ공급계약체결,2024-06-24,20240624800342,005960
단일판매ㆍ공급계약체결,코스닥시장,DXVX,단일판매ㆍ공급계약체결,2024-06-24,20240624900103,180400
단일판매ㆍ공급계약체결,코스닥시장,선익시스템,단일판매ㆍ공급계약체결,2024-06-24,20240624900073,171090
단일판매ㆍ공급계약체결,유가증권시장,삼일씨엔에스,단일판매ㆍ공급계약체결,2024-06-21,20240621800527,004440
단일판매ㆍ공급계약체결,코스닥시장,사피엔반도체,단일판매ㆍ공급계약체결,2024-06-21,20240621900145,452430
단일판매ㆍ공급계약체결,코스닥시장,영우디에스피,단일판매ㆍ공급계약체결,2024-06-20,20240620900198,143540
단일판매ㆍ공급계약체결,유가증권시장,삼부토건,단일판매ㆍ공급계약체결,2024-06-20,20240620800123,001470
단일판매ㆍ공급계약체결,유가증권시장,코오롱글로벌,단일판매ㆍ공급계약체결,2024-06-20,20240620800105,003070
단일판매ㆍ공급계약체결,코스닥시장,소마젠,단일판매ㆍ공급계약체결,2024-06-20,20240620900068,950200
단일판매ㆍ공급계약체결,유가증권시장,SNT에너지,단일판매ㆍ공급계약체결,2024-06-20,20240620800041,100840
단일판매ㆍ공급계약체결,유가증권시장,한신공영,단일판매ㆍ공급계약체결,2024-06-20,20240620800039,004960
단일판매ㆍ공급계약체결,유가증권시장,금호건설,단일판매ㆍ공급계약체결,2024-06-20,20240620800037,002990
단일판매ㆍ공급계약체결,유가증권시장,HJ중공업,단일판매ㆍ공급계약체결,2024-06-20,20240620800018,097230
단일판매ㆍ공급계약체결,유가증권시장,동부건설,단일판매ㆍ공급계약체결,2024-06-19,20240619800697,005960
단일판매ㆍ공급계약체결,유가증권시장,DKME,단일판매ㆍ공급계약체결,2024-06-18,20240618800409,015590
단일판매ㆍ공급계약체결,코스닥시장,넥슨게임즈,단일판매ㆍ공급계약체결,2024-06-18,20240618900325,225570
단일판매ㆍ공급계약체결,유가증권시장,DL이앤씨,단일판매ㆍ공급계약체결,2024-06-17,20240617800159,375500
단일판매ㆍ공급계약체결,유가증권시장,한신공영,단일판매ㆍ공급계약체결,2024-06-17,20240617800046,004960
단일판매ㆍ공급계약체결,유가증권시장,HJ중공업,단일판매ㆍ공급계약체결,2024-06-17,20240617800024,097230
단일판매ㆍ공급계약체결,유가증권시장,현대로템,단일판매ㆍ공급계약체결,2024-06-14,20240614800602,064350
단일판매ㆍ공급계약체결,유가증권시장,삼성물산,단일판매ㆍ공급계약체결,2024-06-14,20240614800462,028260
단일판매ㆍ공급계약체결,코스닥시장,파두,단일판매ㆍ공급계약체결,2024-06-14,20240614900182,440110
단일판매ㆍ공급계약체결,유가증권시장,삼성중공업,단일판매ㆍ공급계약체결,2024-06-14,20240614800117,010140
단일판매ㆍ공급계약체결,코스닥시장,국영지앤엠,단일판매ㆍ공급계약체결,2024-06-14,20240614900086,006050
단일판매ㆍ공급계약체결,유가증권시장,아센디오,단일판매ㆍ공급계약체결,2024-06-13,20240613800287,012170
단일판매ㆍ공급계약체결,코스닥시장,브이엠,단일판매ㆍ공급계약체결,2024-06-13,20240613900159,089970
단일판매ㆍ공급계약체결,유가증권시장,남광토건,단일판매ㆍ공급계약체결,2024-06-12,20240612800309,001260
단일판매ㆍ공급계약체결,코스닥시장,케이엔에스,단일판매ㆍ공급계약체결,2024-06-12,20240612900108,432470
단일판매ㆍ공급계약체결,코스닥시장,LS마린솔루션,단일판매ㆍ공급계약체결,2024-06-10,20240610900089,060370
단일판매ㆍ공급계약체결,코스닥시장,금양그린파워,단일판매ㆍ공급계약체결,2024-06-10,20240610900086,282720
단일판매ㆍ공급계약체결,유가증권시장,현대로템,단일판매ㆍ공급계약체결,2024-06-07,20240607800456,064350
단일판매ㆍ공급계약체결,유가증권시장,핸즈코퍼레이션,단일판매ㆍ공급계약체결,2024-06-07,20240607800191,143210
단일판매ㆍ공급계약체결,코스닥시장,성원에너텍,단일판매ㆍ공급계약체결,2024-06-07,20240607900094,340930
단일판매ㆍ공급계약체결,유가증권시장,한미반도체,단일판매ㆍ공급계약체결,2024-06-07,20240607800056,042700
단일판매ㆍ공급계약체결,코스닥시장,DGI,단일판매ㆍ공급계약체결,2024-06-05,20240605900228,099520
단일판매ㆍ공급계약체결,유가증권시장,동부건설,단일판매ㆍ공급계약체결,2024-06-05,20240605800137,005960
단일판매ㆍ공급계약체결,코스닥시장,하나기술,단일판매ㆍ공급계약체결,2024-06-05,20240605900108,299030
단일판매ㆍ공급계약체결,코스닥시장,엑사이엔씨,단일판매ㆍ공급계약체결,2024-06-04,20240604900380,054940
단일판매ㆍ공급계약체결,유가증권시장,SK바이오사이언스,단일판매ㆍ공급계약체결,2024-06-04,20240604800269,302440
단일판매ㆍ공급계약체결,유가증권시장,에쓰씨엔지니어링,단일판매ㆍ공급계약체결,2024-06-04,20240604800102,023960
단일판매ㆍ공급계약체결,유가증권시장,현대로템,단일판매ㆍ공급계약체결,2024-06-04,20240604800087,064350
단일판매ㆍ공급계약체결,유가증권시장,SK오션플랜트,단일판매ㆍ공급계약체결,2024-06-04,20240604800067,100090
단일판매ㆍ공급계약체결,코스닥시장,스피어,단일판매ㆍ공급계약체결,2024-06-03,20240603900459,347700
단일판매ㆍ공급계약체결,코스닥시장,SDN,단일판매ㆍ공급계약체결,2024-06-03,20240603900438,099220
단일판매ㆍ공급계약체결,코스닥시장,하나기술,단일판매ㆍ공급계약체결,2024-06-03,20240603900282,299030
단일판매ㆍ공급계약체결,유가증권시장,동아지질,단일판매ㆍ공급계약체결,2024-06-03,20240603800216,028100
단일판매ㆍ공급계약체결,유가증권시장,한신공영,단일판매ㆍ공급계약체결,2024-06-03,20240603800033,004960
단일판매ㆍ공급계약체결,코스닥시장,엠로,단일판매ㆍ공급계약체결,2024-05-31,20240531901480,058970
단일판매ㆍ공급계약체결,코스닥시장,아티스트컴퍼니,단일판매ㆍ공급계약체결,2024-05-31,20240531901308,321820
단일판매ㆍ공급계약체결,유가증권시장,코오롱글로벌,단일판매ㆍ공급계약체결,2024-05-31,20240531800637,003070
단일판매ㆍ공급계약체결,코스닥시장,비에이치아이,단일판매ㆍ공급계약체결,2024-05-31,20240531900338,083650
단일판매ㆍ공급계약체결,유가증권시장,일성건설,단일판매ㆍ공급계약체결,2024-05-31,20240531800093,013360
단일판매ㆍ공급계약체결,유가증권시장,한신공영,단일판매ㆍ공급계약체결,2024-05-31,20240531800065,004960
단일판매ㆍ공급계약체결,유가증권시장,에쓰씨엔지니어링,단일판매ㆍ공급계약체결,2024-05-30,20240530800274,023960
단일판매ㆍ공급계약체결,코스닥시장,와이엠씨,단일판매ㆍ공급계약체결,2024-05-30,20240530900113,155650
단일판매ㆍ공급계약체결,코스닥시장,웨이버스,단일판매ㆍ공급계약체결,2024-05-30,20240530900094,336060
단일판매ㆍ공급계약체결,코스닥시장,티에스아이,단일판매ㆍ공급계약체결,2024-05-29,20240529900263,277880
단일판매ㆍ공급계약체결,유가증권시장,HD현대일렉트릭,단일판매ㆍ공급계약체결,2024-05-29,20240529800105,267260
단일판매ㆍ공급계약체결,유가증권시장,일양약품,단일판매ㆍ공급계약체결,2024-05-28,20240528800276,007570
단일판매ㆍ공급계약체결,코스닥시장,블리츠웨이엔터테인먼트,단일판매ㆍ공급계약체결,2024-05-28,20240528900161,369370
단일판매ㆍ공급계약체결,유가증권시장,동일고무벨트,단일판매ㆍ공급계약체결,2024-05-27,20240527800595,163560
단일판매ㆍ공급계약체결,유가증권시장,HD현대마린엔진,단일판매ㆍ공급계약체결,2024-05-27,20240527800493,071970
단일판매ㆍ공급계약체결,코스닥시장,파두,단일판매ㆍ공급계약체결,2024-05-27,20240527900391,440110
단일판매ㆍ공급계약체결,유가증권시장,HJ중공업,단일판매ㆍ공급계약체결,2024-05-24,20240524800395,097230
단일판매ㆍ공급계약체결,코스닥시장,티에스아이,단일판매ㆍ공급계약체결,2024-05-23,20240523900169,277880
단일판매ㆍ공급계약체결,유가증권시장,DKME,단일판매ㆍ공급계약체결,2024-05-23,20240523800032,015590
단일판매ㆍ공급계약체결,코스닥시장,에코앤드림,단일판매ㆍ공급계약체결,2024-05-22,20240522900060,101360
단일판매ㆍ공급계약체결,코스닥시장,센서뷰,단일판매ㆍ공급계약체결,2024-05-21,20240521900486,321370
단일판매ㆍ공급계약체결,코스닥시장,LS티라유텍,단일판매ㆍ공급계약체결,2024-05-21,20240521900372,322180
단일판매ㆍ공급계약체결,코스닥시장,엑사이엔씨,단일판매ㆍ공급계약체결,2024-05-21,20240521900298,054940
단일판매ㆍ공급계약체결,유가증권시장,이엔플러스,단일판매ㆍ공급계약체결,2024-05-20,20240520800286,074610
단일판매ㆍ공급계약체결,유가증권시장,에스엠벡셀,단일판매ㆍ공급계약체결,2024-05-20,20240520800274,010580
단일판매ㆍ공급계약체결,유가증권시장,한화엔진,단일판매ㆍ공급계약체결,2024-05-20,20240520800206,082740
단일판매ㆍ공급계약체결,코스닥시장,센코,단일판매ㆍ공급계약체결,2024-05-20,20240520900070,347000
단일판매ㆍ공급계약체결,코스닥시장,DGI,단일판매ㆍ공급계약체결,2024-05-17,20240517900334,099520
단일판매ㆍ공급계약체결,코스닥시장,유니슨,단일판매ㆍ공급계약체결,2024-05-17,20240517900282,018000
단일판매ㆍ공급계약체결,유가증권시장,동방,단일판매ㆍ공급계약체결,2024-05-17,20240517800227,004140
단일판매ㆍ공급계약체결,코스닥시장,아티스트스튜디오,단일판매ㆍ공급계약체결,2024-05-17,20240517900103,200350
단일판매ㆍ공급계약체결,코스닥시장,퀄리타스반도체,단일판매ㆍ공급계약체결,2024-05-16,20240516901484,432720
단일판매ㆍ공급계약체결,유가증권시장,노루페인트,단일판매ㆍ공급계약체결,2024-05-16,20240516800938,090350
단일판매ㆍ공급계약체결,코스닥시장,오로스테크놀로지,단일판매ㆍ공급계약체결,2024-05-16,20240516900922,322310
단일판매ㆍ공급계약체결,유가증권시장,일진전기,단일판매ㆍ공급계약체결,2024-05-16,20240516800697,103590
단일판매ㆍ공급계약체결,코스닥시장,씨이랩,단일판매ㆍ공급계약체결,2024-05-16,20240516900569,189330
단일판매ㆍ공급계약체결,코스닥시장,금양그린파워,단일판매ㆍ공급계약체결,2024-05-14,20240514900566,282720
단일판매ㆍ공급계약체결,코스닥시장,강원에너지,단일판매ㆍ공급계약체결,2024-05-14,20240514900216,114190
단일판매ㆍ공급계약체결,유가증권시장,범양건영,단일판매ㆍ공급계약체결,2024-05-14,20240514800210,002410
단일판매ㆍ공급계약체결,유가증권시장,씨에스윈드,단일판매ㆍ공급계약체결,2024-05-14,20240514800079,112610
단일판매ㆍ공급계약체결,코스닥시장,자연과환경,단일판매ㆍ공급계약체결,2024-05-13,20240513900393,043910
단일판매ㆍ공급계약체결,코스닥시장,우원개발,단일판매ㆍ공급계약체결,2024-05-13,20240513900291,046940
단일판매ㆍ공급계약체결,코스닥시장,디에스케이,단일판매ㆍ공급계약체결,2024-05-13,20240513900209,109740
단일판매ㆍ공급계약체결,유가증권시장,진원생명과학,단일판매ㆍ공급계약체결,2024-05-13,20240513800114,011000
단일판매ㆍ공급계약체결,코스닥시장,에이직랜드,단일판매ㆍ공급계약체결,2024-05-13,20240513900110,445090
단일판매ㆍ공급계약체결,유가증권시장,엑시큐어하이트론,단일판매ㆍ공급계약체결,2024-05-13,20240513800050,019490
단일판매ㆍ공급계약체결,코스닥시장,서호전기,단일판매ㆍ공급계약체결,2024-05-10,20240510900669,065710
단일판매ㆍ공급계약체결,유가증권시장,코오롱글로벌,단일판매ㆍ공급계약체결,2024-05-10,20240510800449,003070
단일판매ㆍ공급계약체결,유가증권시장,우신시스템,단일판매ㆍ공급계약체결,2024-05-10,20240510800353,017370
단일판매ㆍ공급계약체결,유가증권시장,한신공영,단일판매ㆍ공급계약체결,2024-05-10,20240510800319,004960
단일판매ㆍ공급계약체결,코스닥시장,피엔티,단일판매ㆍ공급계약체결,2024-05-10,20240510900251,137400
단일판매ㆍ공급계약체결,유가증권시장,SK오션플랜트,단일판매ㆍ공급계약체결,2024-05-09,20240509800609,100090
단일판매ㆍ공급계약체결,유가증권시장,한화에어로스페이스,단일판매ㆍ공급계약체결,2024-05-09,20240509800597,012450
단일판매ㆍ공급계약체결,유가증권시장,한국특강,단일판매ㆍ공급계약체결,2024-05-09,20240509800516,007280
단일판매ㆍ공급계약체결,유가증권시장,효성중공업,단일판매ㆍ공급계약체결,2024-05-09,20240509800442,298040
단일판매ㆍ공급계약체결,유가증권시장,대한제강,단일판매ㆍ공급계약체결,2024-05-09,20240509800225,084010
단일판매ㆍ공급계약체결,유가증권시장,동국제강,단일판매ㆍ공급계약체결,2024-05-09,20240509800219,460860
단일판매ㆍ공급계약체결,유가증권시장,S-Oil,단일판매ㆍ공급계약체결,2024-05-08,20240508800560,010950
단일판매ㆍ공급계약체결,유가증권시장,코오롱글로벌,단일판매ㆍ공급계약체결,2024-05-08,20240508800552,003070
단일판매ㆍ공급계약체결,유가증권시장,DB,단일판매ㆍ공급계약체결,2024-05-08,20240508800507,012030
단일판매ㆍ공급계약체결,유가증권시장,금호건설,단일판매ㆍ공급계약체결,2024-05-08,20240508800041,002990
단일판매ㆍ공급계약체결,코스닥시장,시선AI,단일판매ㆍ공급계약체결,2024-05-07,20240507900407,340810
단일판매ㆍ공급계약체결,유가증권시장,엑시큐어하이트론,단일판매ㆍ공급계약체결,2024-05-07,20240507800067,019490
단일판매ㆍ공급계약체결,유가증권시장,핸즈코퍼레이션,단일판매ㆍ공급계약체결,2024-05-03,20240503800195,143210
단일판매ㆍ공급계약체결,유가증권시장,씨에스윈드,단일판매ㆍ공급계약체결,2024-05-03,20240503800168,112610
단일판매ㆍ공급계약체결,유가증권시장,HD현대중공업,단일판매ㆍ공급계약체결,2024-05-03,20240503800152,329180
단일판매ㆍ공급계약체결,코스닥시장,RFHIC,단일판매ㆍ공급계약체결,2024-05-02,20240502900130,218410
단일판매ㆍ공급계약체결,유가증권시장,HJ중공업,단일판매ㆍ공급계약체결,2024-04-30,20240430800819,097230
단일판매ㆍ공급계약체결,유가증권시장,금호건설,단일판매ㆍ공급계약체결,2024-04-30,20240430800764,002990
단일판매ㆍ공급계약체결,코스닥시장,윤성에프앤씨,단일판매ㆍ공급계약체결,2024-04-30,20240430900759,372170
단일판매ㆍ공급계약체결,코스닥시장,아이티센피엔에스,단일판매ㆍ공급계약체결,2024-04-30,20240430900652,232830
단일판매ㆍ공급계약체결,유가증권시장,한화오션,단일판매ㆍ공급계약체결,2024-04-30,20240430800549,042660
단일판매ㆍ공급계약체결,코스닥시장,나래나노텍,단일판매ㆍ공급계약체결,2024-04-30,20240430900479,137080
단일판매ㆍ공급계약체결,코스닥시장,이화공영,단일판매ㆍ공급계약체결,2024-04-30,20240430900459,001840
단일판매ㆍ공급계약체결,유가증권시장,우양피앤엘,단일판매ㆍ공급계약체결,2024-04-30,20240430800367,002420
단일판매ㆍ공급계약체결,코스닥시장,서희건설,단일판매ㆍ공급계약체결,2024-04-30,20240430900355,035890
단일판매ㆍ공급계약체결,유가증권시장,KSS해운,단일판매ㆍ공급계약체결,2024-04-30,20240430800292,044450
단일판매ㆍ공급계약체결,코스닥시장,쎄트렉아이,단일판매ㆍ공급계약체결,2024-04-30,20240430900260,099320
단일판매ㆍ공급계약체결,코스닥시장,다원시스,단일판매ㆍ공급계약체결,2024-04-30,20240430900149,068240
단일판매ㆍ공급계약체결,유가증권시장,동부건설,단일판매ㆍ공급계약체결,2024-04-30,20240430800073,005960
단일판매ㆍ공급계약체결,코스닥시장,아이엠티,단일판매ㆍ공급계약체결,2024-04-29,20240429900506,451220
단일판매ㆍ공급계약체결,코스닥시장,서호전기,단일판매ㆍ공급계약체결,2024-04-29,20240429900205,065710
단일판매ㆍ공급계약체결,코스닥시장,에코앤드림,단일판매ㆍ공급계약체결,2024-04-29,20240429900195,101360
단일판매ㆍ공급계약체결,유가증권시장,수산인더스트리,단일판매ㆍ공급계약체결,2024-04-29,20240429800165,126720
단일판매ㆍ공급계약체결,유가증권시장,엑시큐어하이트론,단일판매ㆍ공급계약체결,2024-04-29,20240429800106,019490
단일판매ㆍ공급계약체결,유가증권시장,한화엔진,단일판매ㆍ공급계약체결,2024-04-26,20240426800724,082740
단일판매ㆍ공급계약체결,코스닥시장,서희건설,단일판매ㆍ공급계약체결,2024-04-26,20240426900457,035890
단일판매ㆍ공급계약체결,유가증권시장,핸즈코퍼레이션,단일판매ㆍ공급계약체결,2024-04-26,20240426800320,143210
단일판매ㆍ공급계약체결,코스닥시장,엠엑스로보틱스,단일판매ㆍ공급계약체결,2024-04-26,20240426900190,007820
단일판매ㆍ공급계약체결,유가증권시장,HL D&I,단일판매ㆍ공급계약체결,2024-04-26,20240426800056,014790
단일판매ㆍ공급계약체결,코스닥시장,벨로크,단일판매ㆍ공급계약체결,2024-04-25,20240425900666,424760
단일판매ㆍ공급계약체결,유가증권시장,한화에어로스페이스,단일판매ㆍ공급계약체결,2024-04-25,20240425800276,012450
단일판매ㆍ공급계약체결,코스닥시장,탑머티리얼,단일판매ㆍ공급계약체결,2024-04-25,20240425900158,360070
단일판매ㆍ공급계약체결,유가증권시장,IPARK현대산업개발,단일판매ㆍ공급계약체결,2024-04-24,20240424800489,294870
단일판매ㆍ공급계약체결,코스닥시장,비아트론,단일판매ㆍ공급계약체결,2024-04-24,20240424900294,141000
단일판매ㆍ공급계약체결,코스닥시장,인텔리안테크,단일판매ㆍ공급계약체결,2024-04-24,20240424900158,189300
단일판매ㆍ공급계약체결,코스닥시장,와이씨,단일판매ㆍ공급계약체결,2024-04-24,20240424900103,232140
단일판매ㆍ공급계약체결,코스닥시장,폴라리스AI핸디,단일판매ㆍ공급계약체결,2024-04-23,20240423900611,220180
단일판매ㆍ공급계약체결,유가증권시장,이수스페셜티케미컬,단일판매ㆍ공급계약체결,2024-04-23,20240423800567,457190
단일판매ㆍ공급계약체결,코스닥시장,씨이랩,단일판매ㆍ공급계약체결,2024-04-23,20240423900521,189330
단일판매ㆍ공급계약체결,유가증권시장,E1,단일판매ㆍ공급계약체결,2024-04-23,20240423800234,017940
단일판매ㆍ공급계약체결,유가증권시장,SNT에너지,단일판매ㆍ공급계약체결,2024-04-23,20240423800204,100840
단일판매ㆍ공급계약체결,코스닥시장,제노코,단일판매ㆍ공급계약체결,2024-04-18,20240418900223,361390
단일판매ㆍ공급계약체결,유가증권시장,삼성E&A,단일판매ㆍ공급계약체결,2024-04-17,20240417800530,028050
단일판매ㆍ공급계약체결,유가증권시장,HD현대중공업,단일판매ㆍ공급계약체결,2024-04-17,20240417800110,329180
단일판매ㆍ공급계약체결,코스닥시장,알티캐스트,단일판매ㆍ공급계약체결,2024-04-16,20240416900588,085810
단일판매ㆍ공급계약체결,코스닥시장,피엔티,단일판매ㆍ공급계약체결,2024-04-16,20240416900401,137400
단일판매ㆍ공급계약체결,코스닥시장,선익시스템,단일판매ㆍ공급계약체결,2024-04-16,20240416900290,171090
단일판매ㆍ공급계약체결,유가증권시장,HS화성,단일판매ㆍ공급계약체결,2024-04-16,20240416800109,002460
단일판매ㆍ공급계약체결,유가증권시장,엑시큐어하이트론,단일판매ㆍ공급계약체결,2024-04-16,20240416800069,019490
단일판매ㆍ공급계약체결,유가증권시장,디와이덕양,단일판매ㆍ공급계약체결,2024-04-15,20240415800688,024900
단일판매ㆍ공급계약체결,코스닥시장,피엔티엠에스,단일판매ㆍ공급계약체결,2024-04-15,20240415900580,257370
단일판매ㆍ공급계약체결,유가증권시장,HL D&I,단일판매ㆍ공급계약체결,2024-04-15,20240415800206,014790
단일판매ㆍ공급계약체결,유가증권시장,한국항공우주,단일판매ㆍ공급계약체결,2024-04-15,20240415800153,047810
단일판매ㆍ공급계약체결,유가증권시장,에스원,단일판매ㆍ공급계약체결,2024-04-15,20240415800105,012750
단일판매ㆍ공급계약체결,유가증권시장,한전기술,단일판매ㆍ공급계약체결,2024-04-15,20240415800074,052690
단일판매ㆍ공급계약체결,코스닥시장,피엔티엠에스,단일판매ㆍ공급계약체결,2024-04-11,20240411900570,257370
단일판매ㆍ공급계약체결,코스닥시장,에이비온,단일판매ㆍ공급계약체결,2024-04-11,20240411900494,203400
단일판매ㆍ공급계약체결,유가증권시장,HJ중공업,단일판매ㆍ공급계약체결,2024-04-11,20240411800181,097230
단일판매ㆍ공급계약체결,유가증권시장,아시아나IDT,단일판매ㆍ공급계약체결,2024-04-11,20240411800176,267850
단일판매ㆍ공급계약체결,유가증권시장,엘앤에프,단일판매ㆍ공급계약체결,2024-04-11,20240411800071,066970
단일판매ㆍ공급계약체결,유가증권시장,엑시큐어하이트론,단일판매ㆍ공급계약체결,2024-04-11,20240411800056,019490
단일판매ㆍ공급계약체결,유가증권시장,한미반도체,단일판매ㆍ공급계약체결,2024-04-11,20240411800031,042700
단일판매ㆍ공급계약체결,코스닥시장,베노티앤알,단일판매ㆍ공급계약체결,2024-04-09,20240409900671,206400
단일판매ㆍ공급계약체결,코스닥시장,티에스넥스젠,단일판매ㆍ공급계약체결,2024-04-09,20240409900391,043220
단일판매ㆍ공급계약체결,코스닥시장,라온텍,단일판매ㆍ공급계약체결,2024-04-09,20240409900152,418420
단일판매ㆍ공급계약체결,유가증권시장,주성코퍼레이션,단일판매ㆍ공급계약체결,2024-04-09,20240409800142,109070
단일판매ㆍ공급계약체결,유가증권시장,한신공영,단일판매ㆍ공급계약체결,2024-04-09,20240409800094,004960
단일판매ㆍ공급계약체결,코스닥시장,신화프리텍,단일판매ㆍ공급계약체결,2024-04-08,20240408900223,095190
단일판매ㆍ공급계약체결,코스닥시장,데이타솔루션,단일판매ㆍ공급계약체결,2024-04-08,20240408900187,263800
단일판매ㆍ공급계약체결,유가증권시장,DL이앤씨,단일판매ㆍ공급계약체결,2024-04-05,20240405800905,375500
단일판매ㆍ공급계약체결,유가증권시장,엑시큐어하이트론,단일판매ㆍ공급계약체결,2024-04-05,20240405800669,019490
단일판매ㆍ공급계약체결,유가증권시장,MDS스피어,단일판매ㆍ공급계약체결,2024-04-05,20240405800445,009810
단일판매ㆍ공급계약체결,유가증권시장,우진,단일판매ㆍ공급계약체결,2024-04-05,20240405800401,105840
단일판매ㆍ공급계약체결,유가증권시장,핸즈코퍼레이션,단일판매ㆍ공급계약체결,2024-04-05,20240405800312,143210
단일판매ㆍ공급계약체결,유가증권시장,이엔플러스,단일판매ㆍ공급계약체결,2024-04-04,20240404800608,074610
단일판매ㆍ공급계약체결,코스닥시장,서희건설,단일판매ㆍ공급계약체결,2024-04-04,20240404900187,035890
단일판매ㆍ공급계약체결,코스닥시장,비에이치아이,단일판매ㆍ공급계약체결,2024-04-03,20240403900050,083650
단일판매ㆍ공급계약체결,코스닥시장,알비더블유,단일판매ㆍ공급계약체결,2024-04-02,20240402900429,361570
단일판매ㆍ공급계약체결,코스닥시장,싸이버원,단일판매ㆍ공급계약체결,2024-04-02,20240402900149,356890
단일판매ㆍ공급계약체결,유가증권시장,한화오션,단일판매ㆍ공급계약체결,2024-04-02,20240402800137,042660
단일판매ㆍ공급계약체결,유가증권시장,삼성물산,단일판매ㆍ공급계약체결,2024-04-01,20240401801651,028260
단일판매ㆍ공급계약체결,유가증권시장,세진중공업,단일판매ㆍ공급계약체결,2024-04-01,20240401801306,075580
단일판매ㆍ공급계약체결,코스닥시장,에코프로에이치엔,단일판매ㆍ공급계약체결,2024-04-01,20240401901087,383310
단일판매ㆍ공급계약체결,코스닥시장,KCC건설,단일판매ㆍ공급계약체결,2024-04-01,20240401900722,021320
단일판매ㆍ공급계약체결,코스닥시장,스페코,단일판매ㆍ공급계약체결,2024-04-01,20240401900548,013810
단일판매ㆍ공급계약체결,코스닥시장,브이엠,단일판매ㆍ공급계약체결,2024-04-01,20240401900534,089970
단일판매ㆍ공급계약체결,유가증권시장,SNT에너지,단일판매ㆍ공급계약체결,2024-04-01,20240401800078,100840
